id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
75350492217229312,75350492217229312,2011-05-30 18:58:51 SA Pacific Standard Time,2011-05-30,18:58:51,-0500,288897296,og_medellin,Medellín,,in da words of jeezy,en,[],[],[],0,0,0,[],[],https://twitter.com/OG_Medellin/status/75350492217229312,False,,0,,,,,,,,[],,,,
75350353981358080,75348745147002880,2011-05-30 18:58:18 SA Pacific Standard Time,2011-05-30,18:58:18,-0500,48197495,julianagaleanoo,Juliana Galeano 🎷,,@PatyCantu que deli ya quiero que estes acá en Medellin Colombia,es,[],[],[],0,0,0,[],[],https://twitter.com/JulianaGaleanoo/status/75350353981358080,False,,0,,,,,,,,[],,,,
75350271907205122,75349531377664000,2011-05-30 18:57:59 SA Pacific Standard Time,2011-05-30,18:57:59,-0500,286812485,carlosech93,Carlos Echavarria,,"@GonzaloAndresM si, hasta donde tengo entendido lo hay en mini también y son de excelente calidad! de nada! un saludo desde Medellín",es,[],[],[],0,0,0,[],[],https://twitter.com/CarlosEch93/status/75350271907205122,False,,0,,,,,,,,[],,,,
75350154064044032,75348929935446016,2011-05-30 18:57:31 SA Pacific Standard Time,2011-05-30,18:57:31,-0500,267509137,giusseppzanetti,Giusseppe Hernandez,,@Erik_Lamela dale para adelante viejo  ud es un crak y yo se q van a ganar parcero sele admira un saludo desde medellin Colombia!! bye!,es,[],[],[],0,0,0,[],[],https://twitter.com/giusseppzanetti/status/75350154064044032,False,,0,,,,,,,,[],,,,
75350098514673664,75349652727279616,2011-05-30 18:57:18 SA Pacific Standard Time,2011-05-30,18:57:18,-0500,158817273,cristiangrandos,Cristian Granados,,"@Npvg22 estoy viajando por colombia por medellin bogota, cali, valledupar... ayyy que mal toca que se cuide...",es,[],[],[],0,0,0,[],[],https://twitter.com/CristianGrandos/status/75350098514673664,False,,0,,,,,,,,[],,,,
75350008270032896,75350008270032896,2011-05-30 18:56:56 SA Pacific Standard Time,2011-05-30,18:56:56,-0500,288897296,og_medellin,Medellín,,i need a vacation!,en,[],[],[],0,0,0,[],[],https://twitter.com/OG_Medellin/status/75350008270032896,False,,0,,,,,,,,[],,,,
75349497282166784,75349497282166784,2011-05-30 18:54:54 SA Pacific Standard Time,2011-05-30,18:54:54,-0500,243879391,colombiatravels,@Seecolombia - Colombia Travel Blog,,Here are some pics from the beautiful city of #Medellin   http://t.co/YT2U5eg via @colombiatravels #Colombia #travel #pictures,en,"[{'screen_name': 'colombiatravels', 'name': '@seecolombia - colombia travel blog', 'id': '243879391'}]",['http://seecolombia.travel/photos/medellin/'],[],0,1,0,"['medellin', 'colombia', 'travel', 'pictures']",[],https://twitter.com/colombiatravels/status/75349497282166784,False,,0,,,,,,,,[],,,,
75349357783826432,75349357783826432,2011-05-30 18:54:21 SA Pacific Standard Time,2011-05-30,18:54:21,-0500,120910691,carmenjulia1,Carmen julia Fernánd,,"Oye @NarvaezMayi te vas a perder el tsunami vallenato el 29 de julio aca en Medellin, por aca te quiero en primera fila",es,"[{'screen_name': 'narvaezmayi', 'name': 'maria narvaez', 'id': '186900432'}]",[],[],0,0,0,[],[],https://twitter.com/carmenjulia1/status/75349357783826432,False,,0,,,,,,,,[],,,,
75349341765767168,75348745147002880,2011-05-30 18:54:17 SA Pacific Standard Time,2011-05-30,18:54:17,-0500,238358691,_juankvilla,Hatake',,@PatyCantu solo das buenas noticias no veo la hora de tu visita a medellin paty te adoramos!!,es,[],[],[],0,0,0,[],[],https://twitter.com/_JuankVilla/status/75349341765767168,False,,0,,,,,,,,[],,,,
75349294227533825,75349294227533825,2011-05-30 18:54:06 SA Pacific Standard Time,2011-05-30,18:54:06,-0500,116633395,carovaleng,Caro Valencia,,Medellin esta horrible hoyyy es un desastre manejar,es,[],[],[],0,0,0,[],[],https://twitter.com/CaroValenG/status/75349294227533825,False,,0,,,,,,,,[],,,,
