id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
9751207328,9751207328,2010-02-27 18:45:53 SA Pacific Standard Time,2010-02-27,18:45:53,-0500,59301058,jcmariano,Julio Mariano,,Viva tem videos da medellin e da VoWe no you tube !,pt,[],[],[],0,0,0,[],[],https://twitter.com/JCMariano/status/9751207328,False,,0,,,,,,,,[],,,,
9751096415,9751096415,2010-02-27 18:42:48 SA Pacific Standard Time,2010-02-27,18:42:48,-0500,53095782,tpcmedellin,TPC Medellín,,Boletin Zoomate TecnoParque Colombia - Nodo Medellín,es,[],[],[],0,0,0,[],[],https://twitter.com/tpcmedellin/status/9751096415,False,,0,,,,,,,,[],,,,
9750976315,9750939528,2010-02-27 18:39:26 SA Pacific Standard Time,2010-02-27,18:39:26,-0500,38288424,camilog_,Camilo Jota! 🪐,,@lore_DT la primera tettomania que conocí fue la de Medellin y a la primera reu que asistí fue la de el eje cafetero,es,[],[],[],0,0,0,[],[],https://twitter.com/CamiloG_/status/9750976315,False,,0,,,,,,,,[],,,,
9750940479,9750940479,2010-02-27 18:38:23 SA Pacific Standard Time,2010-02-27,18:38:23,-0500,15271480,expresoaustral,jmaza34,,Medellin vs Quindio 8:30pm  http://goo.gl/fb/rtiw,es,[],[],[],0,0,0,[],[],https://twitter.com/expresoaustral/status/9750940479,False,,0,,,,,,,,[],,,,
9750825615,9750825615,2010-02-27 18:35:09 SA Pacific Standard Time,2010-02-27,18:35:09,-0500,84684987,edgarsanabria,Edgar Sanabria,,"Apartamento Medellin, venta: 170 millones, sector Estadio.  http://bit.ly/65JDiD",es,[],[],[],0,0,0,[],[],https://twitter.com/EdgarSanabria/status/9750825615,False,,0,,,,,,,,[],,,,
9750761213,9750761213,2010-02-27 18:33:20 SA Pacific Standard Time,2010-02-27,18:33:20,-0500,56153069,joansebas94,Joán Sebastián,,"q Gran Serie Q Excelentes Actores Un Saludo Bien Grande Desde Medellin, Hagan Gira porfa y vengan aca :D  http://tweetphoto.com/12277629",es,[],[],[],0,0,0,[],[],https://twitter.com/Joansebas94/status/9750761213,False,,0,,,,,,,,[],,,,
9750666450,9750666450,2010-02-27 18:30:44 SA Pacific Standard Time,2010-02-27,18:30:44,-0500,41469749,osukarux,Oscar Pineda Zapata,,Están disponibles los videos del Cosplay 2009 de Medellín. Ver el canal de MatsuriKen:  http://tr.im/Q4fZ,es,[],[],[],0,0,0,[],[],https://twitter.com/OsukaruX/status/9750666450,False,,0,,,,,,,,[],,,,
9750504532,9750504532,2010-02-27 18:26:10 SA Pacific Standard Time,2010-02-27,18:26:10,-0500,41080624,nflsports,Jessie Payton,,Sports Live 2010: Independiente Medellin vs. Quindio Colombi  http://ff.im/-gFyxA,it,[],[],[],0,0,0,[],[],https://twitter.com/nflsports/status/9750504532,False,,0,,,,,,,,[],,,,
9750314210,9750314210,2010-02-27 18:20:48 SA Pacific Standard Time,2010-02-27,18:20:48,-0500,65763968,_vuelosbaratos,Vuelos Baratos,,"VUELOS BARATOS |  http://tinyurl.com/y8juhcm Panama City, Panama (PAC) a Medellin, Colombia (EOH) del 03/03 al 17/03: 426 EUR. BAJA un 16 %",es,[],[],[],0,0,0,[],[],https://twitter.com/_vuelosbaratos/status/9750314210,False,,0,,,,,,,,[],,,,
9750307623,9750307623,2010-02-27 18:20:37 SA Pacific Standard Time,2010-02-27,18:20:37,-0500,55878109,vuelosplus,Vuelos Plus,,"Vuelos Panama City, Panama (PAC) a Medellin, Colombia (EOH) del 03/03 al 17/03: 426 EUR. BAJA un 16 %  http://tinyurl.com/yav9kbr",es,[],[],[],0,0,0,[],[],https://twitter.com/vuelosplus/status/9750307623,False,,0,,,,,,,,[],,,,
9750290673,9750290673,2010-02-27 18:20:10 SA Pacific Standard Time,2010-02-27,18:20:10,-0500,55878109,vuelosplus,Vuelos Plus,,"PRECIO AHORA | 426 EUR -  http://tinyurl.com/y853q4u Panama City, Panama a Medellin, Colombia del 03-03 al 17-03. BAJA un 16%",es,[],[],[],0,0,0,[],[],https://twitter.com/vuelosplus/status/9750290673,False,,0,,,,,,,,[],,,,
9750268580,9750268580,2010-02-27 18:19:35 SA Pacific Standard Time,2010-02-27,18:19:35,-0500,78699427,vpvisitas,VP viajeros,,PANAMA | Viendo precio vuelos Panama City a Medellin: 560 Eur. 03/03-17/03  http://tinyurl.com/ybgde3j,es,[],[],[],0,0,0,[],[],https://twitter.com/VPvisitas/status/9750268580,False,,0,,,,,,,,[],,,,
9750268146,9750268146,2010-02-27 18:19:34 SA Pacific Standard Time,2010-02-27,18:19:34,-0500,78723747,cvbvisitas,CVB visita usuarios,,PANAMA | Viendo precio vuelos Panama City a Medellin: 560 Eur. 03/03-17/03  http://tinyurl.com/ybgde3j,es,[],[],[],0,0,0,[],[],https://twitter.com/CVBvisitas/status/9750268146,False,,0,,,,,,,,[],,,,
9750158575,9750158575,2010-02-27 18:16:30 SA Pacific Standard Time,2010-02-27,18:16:30,-0500,78699427,vpvisitas,VP viajeros,,(PA) PANAMA | Buscando «vuelos directos de panama a medellin»...    http://tinyurl.com/ylgdkxh,es,[],[],[],0,0,0,[],[],https://twitter.com/VPvisitas/status/9750158575,False,,0,,,,,,,,[],,,,
9749984404,9749558612,2010-02-27 18:11:36 SA Pacific Standard Time,2010-02-27,18:11:36,-0500,47748246,eduaffonsoespn,Eduardo Affonso,,@JoaoRafael21 noticia velha.já na quinta tava definido isso.tem jogos militares em Medellin no dia do jogo e o estadio vai estar sendo usado,pt,[],[],[],0,0,0,[],[],https://twitter.com/eduaffonsoespn/status/9749984404,False,,0,,,,,,,,[],,,,
9749961919,9749934052,2010-02-27 18:10:58 SA Pacific Standard Time,2010-02-27,18:10:58,-0500,18826691,camilo_villa,Camilo Villa,,"@retrechera jaja sii, en Medellín",es,[],[],[],0,0,0,[],[],https://twitter.com/Camilo_Villa/status/9749961919,False,,0,,,,,,,,[],,,,
9749934052,9749749048,2010-02-27 18:10:13 SA Pacific Standard Time,2010-02-27,18:10:13,-0500,37226226,retrechera,retrechera,,@Camilo_Villa Tan chévere ;) Tú estás en Medellín?,es,[],[],[],0,0,0,[],[],https://twitter.com/retrechera/status/9749934052,False,,0,,,,,,,,[],,,,
9749899753,9749899753,2010-02-27 18:09:16 SA Pacific Standard Time,2010-02-27,18:09:16,-0500,108627522,yulianpunkstar,Yulian Marín,,"@jose_madero espero que vengan a medellin-colombia a deleitarnos con su musica, ps esperamos tal evento gracias!!",es,[],[],[],0,0,0,[],[],https://twitter.com/YulianPunkStar/status/9749899753,False,,0,,,,,,,,[],,,,
9749701717,9749701717,2010-02-27 18:03:41 SA Pacific Standard Time,2010-02-27,18:03:41,-0500,40859489,jerrysports,Jerry Dan,,Sports Live 2010: Independiente Medellin vs. Quindio Colombi  http://ff.im/-gFvAC,it,[],[],[],0,0,0,[],[],https://twitter.com/jerrysports/status/9749701717,False,,0,,,,,,,,[],,,,
9749589190,9749589190,2010-02-27 18:00:41 SA Pacific Standard Time,2010-02-27,18:00:41,-0500,78699427,vpvisitas,VP viajeros,,(CO) COLOMBIA | Buscando «vuelos medellin venezuela»...    http://tinyurl.com/yksuofz,es,[],[],[],0,0,0,[],[],https://twitter.com/VPvisitas/status/9749589190,False,,0,,,,,,,,[],,,,
